Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
373,Jakob Poeltl,C,27,SAS,46,46,1199,7.2,11.6,0.616,0,0,0,7.2,11.6,0.618,2.3,3.9,0.605,4.6,7.9,12.5,4.2,1.1,1.6,2.9,3.5,16.7
373,Jakob Poeltl,C,27,TOR,11,10,308,8.2,11.2,0.729,0,0,,8.2,11.2,0.729,2.6,4.6,0.564,4,7.7,11.7,3,2.1,2.2,1.6,4,18.9
374,Aleksej Pokusevski,PF,21,OKC,31,25,677,5.7,12.9,0.44,2,5.4,0.376,3.7,7.6,0.486,1.1,1.8,0.636,2.4,6,8.3,3.3,1.1,2.2,2.2,3,14.5
375,Jordan Poole,PG,23,GSW,67,42,2065,8,18.7,0.428,3,9.3,0.326,5,9.4,0.529,5.1,5.8,0.871,0.5,2.8,3.3,5.3,1,0.3,3.7,3.1,24.1
376,Kevin Porter Jr.,PG,22,HOU,44,44,1475,7,16.1,0.433,2.3,6.6,0.349,4.6,9.4,0.492,3.7,4.8,0.766,1.5,4.4,5.9,6.2,1.3,0.4,3.7,2.9,19.9
377,Michael Porter Jr.,SF,24,DEN,49,49,1429,7.8,16,0.485,3.7,8.9,0.41,4.1,7.1,0.58,2,2.4,0.804,1.2,5.6,6.7,1.2,0.8,0.6,1.4,2.6,21.2
378,Otto Porter Jr.,SF,29,TOR,8,2,146,3.7,7.4,0.5,1.5,4.2,0.353,2.2,3.2,0.692,2,2,1,1.5,3.2,4.7,2,2.7,0,1,1.7,10.8
379,Bobby Portis,PF,27,MIL,55,17,1430,8,15.9,0.502,1.6,4.8,0.342,6.3,11.1,0.571,1.7,2.1,0.821,3.3,10.2,13.5,2.3,0.6,0.3,1.7,2.4,19.3
380,Kristaps Porziņģis,C,27,WAS,56,56,1844,8.4,16.9,0.497,2.3,6.1,0.387,6.1,10.9,0.558,6.2,7.4,0.847,2.1,7.2,9.3,2.9,0.9,1.6,2.4,3.4,25.4
381,Micah Potter,PF,24,UTA,3,0,14,5.1,5.1,1,0,0,,5.1,5.1,1,0,0,,2.6,5.1,7.7,5.1,0,0,0,5.1,10.3
382,Dwight Powell,C,31,DAL,62,50,1233,4.7,6.5,0.725,0,0.1,0,4.7,6.4,0.735,2.9,4.2,0.69,3.6,4.2,7.8,1.5,1.3,0.7,1.7,5.1,12.3
383,Norman Powell,SG,29,LAC,54,7,1392,7.7,16.3,0.475,2.8,6.9,0.41,4.9,9.4,0.522,5,6.2,0.803,0.5,3.6,4.1,2.5,1.1,0.4,2.3,2.8,23.2
384,Jason Preston,PG,23,LAC,13,0,122,5.3,12.1,0.439,1.5,5.3,0.278,3.8,6.8,0.565,0,0.6,0,0.6,5.9,6.5,8,0.6,0,3,2.1,12.1
385,Joshua Primo,SG,20,SAS,4,0,93,3.5,10.1,0.346,1.2,4.6,0.25,2.3,5.4,0.429,2.7,3.5,0.778,0.8,4.3,5,7,0.4,0.8,4.3,3.1,10.8
386,Taurean Prince,SF,28,MIN,41,2,874,5.4,11.2,0.484,2.2,5.8,0.383,3.2,5.4,0.591,1.6,2,0.833,0.5,3.5,4,2.8,0.9,0.6,2.1,3.9,14.7
387,Payton Pritchard,PG,25,BOS,45,2,563,5.1,13.1,0.39,2.7,8.1,0.331,2.4,5,0.487,0.7,1,0.733,1.4,2.9,4.3,3,0.9,0.1,2,2.2,13.6
388,Trevelin Queen,SG,25,IND,7,0,70,3.6,14.9,0.241,1,7.7,0.133,2.6,7.2,0.357,2.6,2.6,1,4.1,4.6,8.7,3.1,1,2.6,3.6,2.1,10.8
389,Neemias Queta,C,23,SAC,4,0,25,8.6,11.5,0.75,0,0,,8.6,11.5,0.75,0,2.9,0,5.8,7.2,13,1.4,0,1.4,1.4,10.1,17.3
390,Immanuel Quickley,PG,23,NYK,67,12,1886,6,13.6,0.442,2.4,6.7,0.359,3.6,6.9,0.522,2.6,3.2,0.819,0.9,4.3,5.1,4.1,1.1,0.2,1.4,2.6,17
391,Julius Randle,PF,28,NYK,68,68,2445,8.6,18.6,0.463,2.9,8.3,0.349,5.7,10.2,0.557,5.2,6.9,0.753,2,8.4,10.4,4.2,0.7,0.3,2.9,3,25.3
392,Austin Reaves,SG,24,LAL,48,12,1323,4.6,9.1,0.504,1.7,4.3,0.39,2.9,4.8,0.608,3.5,4.1,0.867,0.7,3,3.8,3.4,0.7,0.5,1.8,2.1,14.4
393,Cam Reddish,SF,23,TOT,31,18,771,5.3,11.7,0.452,2,5.6,0.35,3.3,6.1,0.546,2.4,2.8,0.881,0.7,2.5,3.2,2.4,1.4,0.5,1.5,2.7,14.9
393,Cam Reddish,SF,23,NYK,20,8,438,5,11.2,0.449,1.4,4.6,0.304,3.6,6.6,0.55,2.4,2.7,0.879,0.6,2,2.5,1.6,1.2,0.7,1.2,2.6,13.8
393,Cam Reddish,SF,23,POR,11,10,333,5.6,12.3,0.456,2.7,6.9,0.391,2.9,5.4,0.54,2.5,2.8,0.885,0.9,3.1,4,3.4,1.6,0.3,1.9,2.7,16.4
394,Davon Reed,SG,27,TOT,39,1,334,2.9,8.9,0.325,1.8,5,0.37,1.1,4,0.27,1.7,2.6,0.667,1.1,5.2,6.3,2.3,1.5,0.4,2.2,4.1,9.4
394,Davon Reed,SG,27,DEN,35,1,315,2.9,9.1,0.313,1.8,5,0.364,1,4.1,0.25,1.7,2.3,0.75,1,5.3,6.3,2.2,1.5,0.5,2.3,4.1,9.3
394,Davon Reed,SG,27,LAL,4,0,19,3.8,5.7,0.667,1.9,3.8,0.5,1.9,1.9,1,1.9,7.6,0.25,1.9,3.8,5.7,3.8,1.9,0,0,3.8,11.4
395,Paul Reed,C,23,PHI,52,0,525,5.3,9.1,0.579,0,0.3,0,5.3,8.8,0.597,1.5,2,0.759,4.5,7.2,11.7,1.2,2.3,2.5,2.1,6.6,12.1
396,Naz Reid,C,23,MIN,59,11,1067,8.5,16,0.532,2.1,6.3,0.337,6.4,9.7,0.659,2.2,3.4,0.653,2.3,7.5,9.8,2.3,1.3,1.7,2.6,5.2,21.4
397,Jared Rhoden,SG,23,DET,4,0,33,4.4,9.8,0.444,0,2.2,0,4.4,7.6,0.571,0,0,,5.5,3.3,8.7,0,0,0,0,4.4,8.7
398,Nick Richards,C,25,CHO,53,0,931,5.9,9.6,0.614,0,0,,5.9,9.6,0.614,4.1,5.5,0.746,4.8,7,11.8,0.9,0.4,2,1.8,4.6,15.9
399,Josh Richardson,SG,29,TOT,49,10,1182,6.1,13.9,0.438,2.5,7.1,0.355,3.6,6.8,0.525,1.9,2.2,0.861,1,3.1,4.1,4.7,1.7,0.5,2.2,2.8,16.6
399,Josh Richardson,SG,29,SAS,42,6,997,6.4,14.7,0.436,2.7,7.5,0.357,3.7,7.2,0.518,1.9,2.2,0.883,1.1,3.2,4.3,4.9,1.4,0.4,2.3,2.5,17.4
399,Josh Richardson,SG,29,NOP,7,4,185,4.5,9.9,0.451,1.8,5.3,0.333,2.7,4.7,0.583,1.8,2.3,0.75,0.6,2.7,3.3,3.1,3.3,0.8,1.6,4.3,12.5
400,Austin Rivers,SG,30,MIN,50,10,1005,3.3,7.4,0.44,1.5,4.4,0.352,1.7,3,0.565,1.1,1.4,0.769,0.2,2.8,2.9,2.7,1,0.1,0.8,2.9,9.1
401,Duncan Robinson,SF,28,MIA,33,0,572,4.5,12.2,0.371,3.3,9.9,0.335,1.2,2.3,0.528,1.4,1.6,0.92,0.5,3.3,3.8,2.5,0.8,0,1.3,4,13.8
402,Mitchell Robinson,C,24,NYK,46,45,1263,4.4,6.3,0.709,0,0,,4.4,6.3,0.709,1.3,2.7,0.479,5.6,6.4,12,1.1,1.2,2.1,0.8,3.9,10.2
403,Orlando Robinson,C,22,MIA,29,1,397,4.2,7.8,0.535,0,0.5,0,4.2,7.3,0.568,1.9,2.6,0.724,4,6.7,10.7,1.9,1.1,1.1,1.4,4.7,10.2
404,Jeremiah Robinson-Earl,PF,22,OKC,34,19,686,5,11,0.455,1.6,5,0.326,3.4,6,0.561,1.6,2,0.816,3.3,4.8,8.1,1.8,1.1,0.6,0.9,3,13.2
405,Isaiah Roby,PF,24,SAS,42,2,474,5.1,11.8,0.432,1.4,4.6,0.3,3.7,7.2,0.516,1.5,3.1,0.488,1.6,6.5,8.1,2.9,1.4,0.5,2.4,4,13.1
406,David Roddy,PF,21,MEM,53,2,880,5,11.9,0.423,1.7,6,0.281,3.4,5.9,0.566,1.3,2.1,0.615,1.3,4.2,5.5,1.4,1,0.5,1.8,3.2,13.1
407,Ryan Rollins,PG,20,GSW,12,0,62,4.1,11.6,0.35,1.7,5.2,0.333,2.3,6.4,0.364,3.5,3.5,1,1.7,5.2,7,3.5,0.6,0.6,9.3,5.8,13.4
408,Derrick Rose,PG,34,NYK,27,0,338,6.5,16.9,0.384,2,6.7,0.302,4.5,10.2,0.438,1.2,1.3,0.917,0.9,3.4,4.3,4.9,0.7,0.5,2.3,1.9,16.2
409,Terrence Ross,SG,31,TOT,47,9,1045,5.2,11.8,0.439,2.5,6.5,0.383,2.7,5.3,0.506,0.6,0.8,0.75,0.4,3,3.4,2.2,1,0.3,1.3,2.3,13.4
409,Terrence Ross,SG,31,ORL,42,9,944,4.9,11.4,0.431,2.3,6.1,0.381,2.6,5.3,0.489,0.6,0.8,0.75,0.4,2.9,3.2,2.1,1,0.3,1.4,2,12.7
409,Terrence Ross,SG,31,PHO,5,0,101,7.5,15.3,0.488,3.9,10,0.393,3.6,5.3,0.667,1.1,1.4,0.75,1.1,4.3,5.3,3.2,1.1,0,0,4.6,20
410,Terry Rozier,SG,28,CHO,57,57,2036,7.9,19.2,0.413,2.7,8.2,0.33,5.2,11,0.474,3,3.7,0.808,0.9,3.3,4.2,5,1.1,0.3,2.1,1.9,21.5
411,Ricky Rubio,PG,32,CLE,20,0,324,3.7,11.3,0.324,1.8,6,0.296,1.9,5.3,0.354,1.8,2.4,0.727,0.7,4.2,4.9,7.2,2.4,0.4,1.9,3.1,10.9
412,D'Angelo Russell,PG,26,TOT,58,58,1877,6.8,14.8,0.464,3,7.6,0.389,3.9,7.2,0.543,2.9,3.5,0.85,0.6,2.9,3.4,6.8,1.2,0.4,2.9,2.3,19.6
412,D'Angelo Russell,PG,26,MIN,54,54,1778,6.8,14.7,0.465,3,7.7,0.391,3.8,7,0.546,2.9,3.4,0.856,0.6,2.8,3.3,6.8,1.2,0.4,3,2.4,19.6
412,D'Angelo Russell,PG,26,LAL,4,4,99,6.9,15.6,0.442,2.2,6.2,0.353,4.7,9.5,0.5,3.6,4.7,0.769,0.7,4.4,5.1,7.3,0.4,0,2.2,1.8,19.6
413,Matt Ryan,SF,25,TOT,32,0,303,4.8,12.7,0.374,3.8,9.9,0.386,1,2.9,0.333,1.2,1.4,0.833,0.5,2.5,3,1.8,0.6,0.1,0.8,3.2,14.5
413,Matt Ryan,SF,25,LAL,12,0,129,4.2,13.7,0.306,3.6,9.8,0.371,0.6,3.9,0.143,1.1,1.4,0.8,0.6,3.3,3.9,1.1,0.6,0,0.8,3.9,13.1
413,Matt Ryan,SF,25,MIN,20,0,174,5.2,12,0.431,3.9,9.9,0.396,1.2,2.1,0.6,1.2,1.4,0.857,0.4,1.9,2.3,2.3,0.6,0.2,0.8,2.7,15.5
414,Domantas Sabonis,C,26,SAC,63,63,2174,7.5,12.2,0.615,0.4,1.2,0.366,7.1,11,0.642,4.4,5.7,0.765,3.2,9.7,12.9,7.3,0.9,0.5,3.1,3.9,19.8
415,Dario Šarić,PF,28,TOT,47,12,673,5.8,12.4,0.472,2.1,5,0.415,3.7,7.3,0.511,2.8,3.3,0.839,2.4,7,9.4,3.4,0.8,0.3,2.5,4.6,16.5
415,Dario Šarić,PF,28,PHO,37,12,533,5.1,12,0.427,1.8,4.7,0.391,3.3,7.4,0.45,2.4,3,0.818,2.6,7,9.6,3.8,0.9,0.3,2.4,4.7,14.5
415,Dario Šarić,PF,28,OKC,10,0,140,8.5,13.6,0.623,3.1,6.4,0.48,5.4,7.2,0.75,4.1,4.6,0.889,1.5,7.2,8.7,1.8,0.5,0,2.8,4.4,24.2
416,Olivier Sarr,C,23,OKC,2,0,22,4.9,11.5,0.429,0,4.9,0,4.9,6.5,0.75,1.6,1.6,1,3.3,4.9,8.2,0,0,1.6,0,3.3,11.5
417,Jordan Schakel,SF,24,WAS,2,0,6,6,12,0.5,6,6,1,0,6,0,0,0,,0,0,0,6,6,0,0,6,18
418,Admiral Schofield,PF,25,ORL,31,0,368,4.5,9.3,0.484,2,5.6,0.351,2.5,3.7,0.684,1.7,1.9,0.895,1.9,3.2,5.1,2.4,0.6,0.3,0.6,5.3,12.6
419,Dennis Schröder,PG,29,LAL,52,47,1612,4.8,11.5,0.414,1.3,4.1,0.33,3.4,7.5,0.46,3.8,4.3,0.875,0.3,2.7,3,5.5,0.8,0.2,1.9,2.7,14.7
420,Dereon Seabron,SG,22,NOP,5,0,12,6,15,0.4,0,0,,6,15,0.4,0,0,,3,0,3,0,0,0,0,3,12
421,Alperen Şengün,C,20,HOU,61,58,1721,7.5,13.4,0.557,0.3,0.9,0.318,7.2,12.5,0.575,3.7,5,0.732,4.1,7.1,11.2,4.9,1,1.2,3.2,4.3,18.9
422,Collin Sexton,SG,24,UTA,47,15,1129,7.3,14.5,0.507,1.5,3.7,0.41,5.8,10.7,0.54,5.2,6.3,0.822,1.2,2.1,3.3,4.3,0.9,0.2,2.7,3.5,21.4
423,Landry Shamet,SG,25,PHO,30,7,642,5.2,13.6,0.38,3.4,9.1,0.377,1.7,4.5,0.388,2.3,2.5,0.911,0.4,2.4,2.9,3.8,1,0.3,1.6,2.6,16
424,Day'Ron Sharpe,C,21,BRK,36,2,402,5.6,10.9,0.516,0.4,0.8,0.556,5.2,10.1,0.513,1.5,2.5,0.607,5.5,6.8,12.3,2.6,0.7,1.9,3.1,6.4,13.3
425,Shaedon Sharpe,SG,19,POR,65,5,1332,5.6,11.8,0.47,1.8,5.1,0.344,3.8,6.7,0.566,1,1.5,0.673,1.3,3.1,4.5,1.2,0.7,0.5,1.3,2.8,13.9
426,Pascal Siakam,C,28,TOR,57,57,2140,8.5,18,0.474,1.3,3.9,0.342,7.2,14.1,0.511,5.2,6.8,0.772,1.8,5.5,7.3,5.7,0.8,0.5,2.5,3.2,23.6
427,Chris Silva,PF,26,DAL,1,0,3,12,12,1,0,0,,12,12,1,0,0,,0,0,0,0,0,0,12,24,24
428,Ben Simmons,PG,26,BRK,42,33,1105,4.3,7.7,0.566,0,0.1,0,4.3,7.6,0.571,0.8,1.9,0.439,1.3,7.3,8.6,8.3,1.8,0.8,3.2,4.5,9.5
429,Marko Simonovic,C,23,CHI,3,0,5,0,7.2,0,0,7.2,0,0,0,,0,0,,0,0,0,0,0,0,0,7.2,0
430,Anfernee Simons,SG,23,POR,57,57,2010,7.7,17.2,0.448,3.5,9.3,0.378,4.2,7.9,0.53,2.6,2.9,0.913,0.3,2.5,2.7,4.2,0.7,0.2,2.2,2.4,21.5
431,Jericho Sims,C,24,NYK,49,16,774,3.7,4.8,0.769,0,0,0,3.7,4.8,0.777,0.6,0.7,0.75,4.3,6.5,10.8,1.1,0.7,1.3,1.2,4.3,8
432,Marcus Smart,PG,28,BOS,50,50,1619,4.5,10.8,0.416,2,6,0.336,2.5,4.8,0.516,1.7,2.2,0.768,0.8,2.9,3.7,7.3,1.6,0.4,2.7,3,12.7
433,Dennis Smith Jr.,PG,25,CHO,46,12,1158,4.9,11.6,0.425,0.6,2.8,0.209,4.3,8.7,0.495,2,2.7,0.727,0.6,3.4,4,6.5,2,0.6,2.1,3.1,12.4
434,Dru Smith,SG,25,TOT,10,1,124,5.2,11.3,0.462,1.5,5.2,0.278,3.8,6.1,0.619,0.3,0.3,1,0.6,4.6,5.2,4.4,2.6,1.2,0.6,4.4,12.2
434,Dru Smith,SG,25,MIA,5,1,67,2.7,7.5,0.357,0.5,3.2,0.167,2.1,4.3,0.5,0,0,,0.5,4.3,4.8,2.7,2.1,1.6,0.5,5.4,5.9
434,Dru Smith,SG,25,BRK,5,0,57,8.2,15.8,0.52,2.5,7.6,0.333,5.7,8.2,0.692,0.6,0.6,1,0.6,5.1,5.7,6.3,3.2,0.6,0.6,3.2,19.6
435,Ish Smith,PG,34,DEN,33,0,320,5,11.4,0.436,0.2,0.7,0.333,4.7,10.7,0.442,0.1,0.2,0.5,0.5,4.6,5.1,8.6,0.7,0.7,4.3,3.2,10.2
436,Jabari Smith Jr.,PF,19,HOU,63,63,1904,5.1,13,0.393,1.8,6.1,0.3,3.3,6.8,0.475,2.4,3,0.789,1.6,6.7,8.4,1.5,0.6,1.1,1.7,3.4,14.4
437,Jalen Smith,PF,22,IND,55,28,1003,6.7,14.3,0.466,1.6,5.7,0.283,5.1,8.6,0.588,2.9,3.7,0.769,3.5,7.6,11.1,1.8,0.6,1.7,2.2,4.2,17.8
438,Jeremy Sochan,PF,19,SAS,52,49,1362,5.9,13.3,0.444,0.8,3.1,0.244,5.1,10.1,0.507,2,2.8,0.701,2.4,4.7,7.1,3.5,1.1,0.6,2.3,3.4,14.5
439,Jaden Springer,SG,20,PHI,7,0,26,9.7,16.6,0.583,0,0,,9.7,16.6,0.583,4.2,5.5,0.75,5.5,4.2,9.7,1.4,2.8,2.8,1.4,9.7,23.5
440,Lamar Stevens,PF,25,CLE,48,18,850,4.2,9.3,0.457,0.9,3,0.292,3.3,6.2,0.537,1.3,1.8,0.721,1.5,4.9,6.4,1.2,0.9,0.6,1,2.5,10.7
441,Isaiah Stewart,C,21,DET,50,47,1414,5,11.2,0.442,1.7,5.2,0.327,3.3,6,0.542,2.8,3.8,0.738,2.9,7.3,10.3,1.8,0.5,0.9,1.7,3.4,14.4
442,Max Strus,SF,26,MIA,65,28,1902,5.1,12.8,0.401,3,9,0.335,2.1,3.8,0.56,1.4,1.6,0.881,0.9,3.4,4.2,2.6,0.7,0.2,1.2,2.6,14.7
443,Jalen Suggs,PG,21,ORL,42,16,997,5.2,12.5,0.418,1.7,5.5,0.303,3.6,7,0.508,2.4,3.4,0.71,1.6,2.9,4.4,4.9,1.9,0.7,2.8,3.6,14.5
444,Edmond Sumner,SG,27,BRK,47,12,682,6.1,13.4,0.455,1.5,4.4,0.349,4.5,9,0.506,4.9,5.2,0.929,0.6,3.3,3.9,3.6,1.6,0.5,2.3,4.1,18.5
445,Cole Swider,SF,23,LAL,6,0,40,2.7,8.1,0.333,2.7,7.2,0.375,0,0.9,0,0,0,,0.9,5.4,6.3,3.6,0,0,0,2.7,8.1
446,Jae'Sean Tate,SF,27,HOU,26,7,566,5.9,12.2,0.479,0.7,2.4,0.297,5.2,9.9,0.523,2.6,3.6,0.719,2.4,3.9,6.4,4,1,0.4,2.4,5.6,15
447,Jayson Tatum,PF,24,BOS,62,62,2320,9.5,20.6,0.463,3.2,9,0.355,6.3,11.6,0.547,6.9,8,0.859,1.1,7.4,8.5,4.5,1,0.7,2.9,2,29.2
448,Terry Taylor,PF,23,TOT,28,2,234,4.9,10.3,0.478,0.6,2.8,0.222,4.3,7.5,0.571,0.8,1.1,0.714,3.4,2.6,6,1.5,0.5,0.8,1.4,3.8,11.2
448,Terry Taylor,PF,23,IND,26,2,228,4.7,10.3,0.462,0.6,2.8,0.222,4.1,7.4,0.553,0.8,1.1,0.714,3.5,2.7,6.2,1.6,0.5,0.8,1.4,3.8,10.9
448,Terry Taylor,PF,23,CHI,2,0,6,12,12,1,0,0,,12,12,1,0,0,,0,0,0,0,0,0,0,6,24
449,Garrett Temple,SG,36,NOP,19,0,133,4.1,10,0.405,2.4,5.7,0.429,1.6,4.3,0.375,0.8,1.1,0.75,0.5,2.7,3.2,2.7,2.4,0.3,0.8,3.8,11.4
450,Dalen Terry,SG,20,CHI,27,0,130,5,11.1,0.45,1.4,4.2,0.333,3.6,6.9,0.52,1.4,2.8,0.5,1.9,3.3,5.3,4.2,1.1,1.1,1.7,3,12.7
451,Daniel Theis,C,30,IND,7,1,109,6.9,14.5,0.477,0.7,3.6,0.182,6.3,10.9,0.576,1.7,4,0.417,2.3,5,7.3,3,0.7,2,1,2.3,16.2
452,Cam Thomas,SG,21,BRK,48,3,825,7.6,17.1,0.445,1.9,4.9,0.389,5.7,12.1,0.468,6,7,0.857,0.3,3.4,3.8,3.2,0.8,0.3,2.2,2.2,23.1
453,Klay Thompson,SG,32,GSW,55,55,1801,8.7,20.1,0.432,4.7,11.7,0.407,4,8.5,0.467,2,2.3,0.895,0.7,3.8,4.5,2.7,0.8,0.4,1.9,2.1,24.2
454,JT Thor,PF,20,CHO,55,4,632,3,8.3,0.359,1,4,0.243,2,4.3,0.467,1,1.7,0.621,1.7,3.9,5.6,1.4,1,0.7,1.4,2.6,7.9
455,Matisse Thybulle,SG,25,TOT,59,16,895,3.1,7.2,0.433,1.6,4.3,0.364,1.6,2.9,0.534,0.4,0.6,0.714,1.4,2.8,4.2,1.6,2.5,1,0.6,3.7,8.2
455,Matisse Thybulle,SG,25,PHI,49,6,591,3,7.1,0.431,1.3,3.8,0.333,1.8,3.2,0.547,0.5,0.7,0.75,1.2,2.6,3.8,1.4,2.7,0.9,0.5,4,7.9
455,Matisse Thybulle,SG,25,POR,10,10,304,3.3,7.6,0.438,2.1,5.2,0.409,1.2,2.4,0.5,0.1,0.2,0.5,1.8,3.2,5,2.1,2.1,1.3,0.7,3.3,8.9
456,Xavier Tillman Sr.,PF,24,MEM,46,15,795,5.4,9.3,0.585,0.2,0.7,0.267,5.3,8.6,0.611,1.7,3.2,0.529,3.9,5.8,9.6,2.9,1.8,0.9,1.3,3.2,12.7
457,Isaiah Todd,PF,21,WAS,4,0,13,2.8,11.1,0.25,0,8.3,0,2.8,2.8,1,0,0,,0,0,0,0,0,0,0,0,5.5
458,Obi Toppin,PF,24,NYK,53,0,769,5.5,13.6,0.405,2.7,8.1,0.328,2.9,5.5,0.521,1.3,1.6,0.771,1.2,5.9,7.1,2,0.8,0.4,1.4,2.5,15
459,Juan Toscano-Anderson,SF,29,TOT,37,7,447,3.1,6.7,0.458,0.5,2.1,0.231,2.6,4.6,0.561,0.9,1.2,0.733,1.3,5.2,6.5,2.6,1,0.6,1.7,4.4,7.5
459,Juan Toscano-Anderson,SF,29,LAL,30,7,365,3.3,6.5,0.5,0.4,2,0.2,2.9,4.5,0.63,1.1,1.5,0.733,1.4,4.6,6,2.5,1,0.7,1.7,4.5,8
459,Juan Toscano-Anderson,SF,29,UTA,7,0,82,2.2,7.5,0.294,0.9,2.6,0.333,1.3,4.8,0.273,0,0,,0.9,7.9,8.8,3.1,1.3,0.4,1.8,4,5.3
460,Karl-Anthony Towns,PF,27,MIN,21,21,709,7.8,15.4,0.505,1.9,5.9,0.325,5.8,9.4,0.618,4.7,5.3,0.885,1.8,7,8.7,5.6,0.8,0.7,3.3,4.2,22.1
461,Gary Trent Jr.,SG,24,TOR,58,43,1910,7,15.9,0.436,2.8,7.7,0.368,4.1,8.2,0.5,2.9,3.5,0.839,0.5,2.4,2.8,1.8,1.7,0.3,1,1.8,19.7
462,P.J. Tucker,PF,37,PHI,62,62,1602,1.8,4.1,0.426,1,2.5,0.402,0.7,1.6,0.465,0.4,0.5,0.864,1.8,3.7,5.5,1.1,0.7,0.3,0.9,3.4,4.9
463,Myles Turner,C,26,IND,57,57,1689,7.9,14.5,0.546,1.9,5,0.385,6,9.5,0.631,4.1,5.3,0.782,1.7,7.5,9.2,1.6,0.8,2.9,2,4.2,21.9
464,Stanley Umude,SG,23,DET,1,0,2,0,18,0,0,18,0,0,0,,36,36,1,0,0,0,0,18,18,0,0,36
465,Jonas Valančiūnas,C,30,NOP,63,63,1556,8.1,14.9,0.547,0.7,2.2,0.344,7.4,12.7,0.581,3.5,4.3,0.821,4,10,14.1,2.5,0.4,0.7,2.8,4.4,20.5
466,Jarred Vanderbilt,PF,23,TOT,62,49,1496,4.9,8.9,0.553,0.5,1.6,0.313,4.4,7.3,0.606,1.9,2.8,0.678,3.4,8.4,11.8,3.9,1.6,0.4,1.9,3.7,12.2
466,Jarred Vanderbilt,PF,23,UTA,52,41,1254,5,8.9,0.556,0.5,1.6,0.333,4.4,7.3,0.606,1.9,2.9,0.657,3.5,8.3,11.7,4.1,1.5,0.4,2,3.8,12.4
466,Jarred Vanderbilt,PF,23,LAL,10,8,242,4.6,8.6,0.534,0.3,1.5,0.2,4.3,7.1,0.604,1.9,2.4,0.813,3.3,8.9,12.2,3.1,2.1,0.4,1.8,3.1,11.5
467,Fred VanVleet,PG,28,TOR,55,55,2036,6.1,15.6,0.391,2.9,8.6,0.341,3.2,7.1,0.451,3.6,4,0.899,0.5,3.7,4.1,6.7,1.6,0.6,1.8,2.8,18.8
468,Devin Vassell,SG,22,SAS,31,25,958,8.2,18.5,0.444,3.2,8.2,0.394,5,10.3,0.484,2.6,3.3,0.787,0.2,4.2,4.4,4.2,1.4,0.5,1.8,1.6,22.3
469,Gabe Vincent,PG,26,MIA,53,19,1392,4.5,11.6,0.386,2.4,7.3,0.32,2.1,4.2,0.5,1.5,1.7,0.877,0.5,2.5,3,3.4,1.2,0.1,2,3.4,12.8
470,Noah Vonleh,C,27,BOS,23,1,171,2.3,5.1,0.458,0.2,0.8,0.25,2.1,4.2,0.5,0.4,0.4,1,3.8,6.3,10.1,1.5,0.4,1.7,2.3,7.4,5.3
471,Nikola Vučević,C,32,CHI,66,66,2234,7.7,15.1,0.513,1.7,4.9,0.349,6,10.2,0.591,1.7,2.1,0.82,2.1,9.9,12,3.5,0.7,0.8,1.8,2.4,18.8
472,Dean Wade,PF,26,CLE,37,9,752,3,7.1,0.419,1.8,5,0.362,1.1,2.1,0.558,0.7,1.1,0.652,0.8,5.5,6.2,1.5,1.1,0.8,0.7,3.7,8.5
473,Franz Wagner,SF,21,ORL,66,66,2174,7.5,15.4,0.486,1.9,5.1,0.373,5.6,10.3,0.542,3.8,4.5,0.838,0.9,3.2,4.2,3.7,1,0.2,2.3,2.5,20.6
474,Moritz Wagner,C,25,ORL,46,17,964,6.4,12.8,0.499,1.7,5.4,0.31,4.7,7.4,0.636,4.8,5.7,0.843,2.2,5.9,8.2,2.8,1.3,0.4,2.1,4.6,19.3
475,Ish Wainright,SF,28,PHO,48,1,725,3.4,8.8,0.388,2.3,6.7,0.351,1.1,2.2,0.5,1,1.2,0.84,1.9,3.2,5.1,2.2,1.8,0.8,1,4.8,10.2
476,Jabari Walker,SF,20,POR,43,0,379,4.2,9.5,0.44,0.6,2.7,0.214,3.6,6.8,0.528,2,2.8,0.724,3.1,4.8,8,2.1,0.4,0.9,1.4,3.9,10.9
477,Kemba Walker,PG,32,DAL,9,1,144,6,14.2,0.421,1.7,7,0.25,4.2,7.2,0.586,4.2,5.2,0.81,0.7,3.2,4,4.7,0.5,0.5,1,2.7,18
478,Lonnie Walker IV,SG,24,LAL,49,32,1235,6.5,14.6,0.447,2.5,6.8,0.365,4.1,7.8,0.519,2.5,2.9,0.87,0.4,2.6,3,1.8,0.8,0.4,1.3,2,18.1
479,John Wall,PG,32,LAC,34,3,755,6.6,16.1,0.408,1.6,5.2,0.303,5,10.9,0.459,3.7,5.4,0.681,0.7,3.7,4.4,8.5,1.3,0.6,3.8,2.8,18.4
480,T.J. Warren,PF-SF,29,TOT,31,0,529,7.2,14.4,0.502,1.2,3.4,0.34,6.1,11,0.553,1.8,2.2,0.818,1.2,4.6,5.8,2,1.2,0.5,1.2,3.3,17.4
480,T.J. Warren,PF,29,BRK,26,0,490,7.5,14.7,0.51,1.2,3.5,0.333,6.3,11.2,0.566,2,2.4,0.818,1,4.3,5.3,2.1,1.1,0.5,1.2,3.3,18.1
